title,author,first_name,last_name,genre,series,description,publish_date,publisher,ean_isbn,upc_isbn,pages,ddc,cover_style,sprayed_edges,special_ed,first_ed,signed,location
Alice in Wonderland: the Official Cookbook,"Insight Insight Editions, Elena Craig, S. T. Bende",Insight,Editions,,,"Go down the rabbit hole with Alice, the Mad Hatter, and the other beloved residents of Wonderland with this whimsical cookbook inspired by the animated classic Alice in Wonderland! Mealtimes keep getting ""curiouser and curiouser,"" with this delightful cookbook featuring over 50 delicious recipes inspired by Alice in Wonderland! Filled with fantastical appetizers, mains, and desserts, this all-ages cookbook includes an exciting range of recipes that fans will love, such as Unbirthday Cake, Curiosi-Tea, and more! Featuring full-color photography, suggestions for alternate ingredients, and tips and tricks from your favorite characters, Alice in Wonderland: The Official Cookbook is the perfect companion for a mad tea party! 50+ RECIPES: Dishes such as Unbirthday Cake and Curiosi-Tea will delight fans! TIPS AND TRICKS: Also Includes a helpful nutrition guide and suggestions for alternate ingredients, so those with dietary restrictions can also enjoy. FOR ALL SKILL LEVELS: Perfect for kids, adults, and families, this book has easy-to-follow recipes and everyday ingredients, making it ideal for every chef, meal, and occasion. STUNNING IMAGES: Beautiful, full-color photos of the finished dishes help ensure success! ADD TO YOUR DISNEY COLLECTION: Pair a meal from Alice in Wonderland: The Official Cookbook with recipes from Insight Editions' delightful line of Disney cookbooks, including Nightmare Before Christmas: The Official Cookbook and Entertaining Guide, Disney Villains: Devilishly Delicious Cookbook, and Disney Princess: Healthy Treats Cookbook.",2023-03-28,Insight Editions,9781647224806,1647224802,128,,hardcover,0,0,1,0,
The Unofficial Ultimate Harry Potter Spellbook,Media Lab Books Editors,Media,Editors,,,"The Unofficial Ultimate Harry Potter Spellbook is a beautiful, elegantly designed reference that details all of the known spells cast in the Harry Potter films, books, video games and card games, as well as official Harry Potter spinoffs, such as Fantastic Beasts and Where to Find Them. Each spell is given its own entry including spell name, pronunciation details, a description of the spell effect, spell casting methods, wand movements, hand movements and vocalizations, plus primary sources in which the spell was used. Readers will also find trivia related to each spell, such as who it was used against, what the outcome was, or what a spell's unusual history might be.",2019-06-18,Topix Media Lab,9781948174244,1948174243,160,,hardcover,0,0,0,0,
Better Homes &amp; Gardens New Cookbook,BH&G Editors,BH&G,Editors,,,"Featuring over 1200 recipes--600 of them brand new--the Better Homes and Gardens New Cook Book has been newly revised and updated, making American&#039;s favorite cookbook even more indispensable than ever. This Eleventh Edition is written specifically for the today&#039;s health-conscious cooks who are leading hectic and busy lives. With menu planning, cooking tips on low-fat and no-fat meals, and a guide to cooking terms, techniques and helpful hints from the Better Homes and Gardens Test Kitchen, this is a sourcebook for all who find themselves in the kitchen. The New Cook Book covers everything from cooking basics to canning and freezing, breads and cakes to fish and shellfish, and meat and poultry to soups and stews. There are recipes for sauces and relishes, and sumptuous cookies and desserts. In addition there is a new chapters on Beans, Rice and Grains and a special chapter on Grilling. Many of the recipes are designed for cooks on the go and preparation and cooking times are included for each recipe. Moreover, nutritional information is given for each recipes, and those low fat and no fat recipes are highlighted. For generations, novices and experienced cooks alike have relied on the Better Homes and Gardens New Cook Book for recipes that combine excellent flavor, ease of preparation, and balanced nutrition. Now completely revised and updated, America&#039;s bestselling cookbook promises to continue that tradition,",1997-10-01,Bantam,9780553577952,553577956,1168,,paperback,0,0,0,0,
A Tempest of Tea,Hafsah Faizal,Hafsah,Faizal,Fantasy / YA,"Blood and Tea, Book 1","Arthie Casimir, a criminal mastermind, transforms her tearoom into an illegal bloodhouse for vampires, but when her establishment is threatened, she forms an unlikely alliance and assembles a misfit crew to infiltrate vampire society and uncovers a world-threatening conspiracy.",2024-01-01,"Farrar, Straus & Giroux",9780374392642,374392641,338,FIC FAI,hardcover,0,1,1,0,
Twelfth Knight,Alexene Farol Follmuth,Alexene,Farol Follmuth,Romance / YA,n/a,"From the New York Times-bestselling author of The Atlas Six (under the penname Olivie Blake) comes Twelfth Knight, a grumpy/sunshine YA romantic comedy and coming of age story about taking up space in the world and learning what it means to let others in.
Viola Reyes is annoyed.
Her painstakingly crafted tabletop game campaign was shot down, her best friend is suggesting she try being more “likable,” and school running back Jack Orsino is the most lackadaisical Student Body President she’s ever seen, which makes her job as VP that much harder. Vi’s favorite escape from the world is the MMORPG Twelfth Knight, but online spaces aren’t exactly kind to girls like her―girls who are extremely competent and have the swagger to prove it. So Vi creates a masculine alter ego, choosing to play as a knight named Cesario to create a safe haven for herself.
But when a football injury leads Jack Orsino to the world of Twelfth Knight, Vi is alarmed to discover their online alter egos―Cesario and Duke Orsino―are surprisingly well-matched.
As the long nights of game-play turn into discussions about life and love, Vi and Jack soon realise they’ve become more than just weapon-wielding characters in an online game. But Vi has been concealing her true identity from Jack, and Jack might just be falling for her offline…",2024-06-18,Tor Teen,9781250884893,1250884896,320,FIC FAR,hardcover,1,0,1,0,
Ancient Egyptian Book of the Dead,Raymond O. Faulkner,Raymond,Faulkner,,,,,,,,,,hardcover,0,0,1,0,
Once Upon a Marigold,Jean Ferris,Jean,Ferris,,,"Christian is gaga for Princess Marigold. But he&#039;s just a commoner, and no match for royalty. Heck, he lives in a cave with a troll! And now he&#039;s discovered another reason to put his love-soggy heart on ice: Queen Olympia is scheming to take over the kingdom--and she&#039;ll bump off her own daughter to do it. Can Christian foil her diabolical plans?",2004-06-01,Sandpiper,9780152050849,152050841,288,,paperback,0,0,0,0,
The Thief Lord,Cornelia Funke,Cornelia,Funke,,,"The enchanting international bestseller with bonus back matter and a beautiful new cover!Two orphaned brothers, Prosper and Bo, have run away to Venice, where crumbling canals and misty alleyways shelter a secret community of street urchins. Leader of this motley crew of lost children is a clever, charming boy with a dark history of his own: He calls himself the Thief Lord.Propser and Bo relish their new &quot;family&quot; and life of petty crime. But their cruel aunt and a bumbling detective are on their trail. And posing an even greater threat to the boys&#039; freedom is something from a forgotten past: a beautiful magical treasure with the power to spin time itself.",2010-05-01,Chicken House,9780545227704,545227704,376,,paperback,0,0,0,0,
Alice in Puzzleland,"Richard Wolfrik Galland, Jason Ward",Richard,Galland,,,"Futterwacken your way through this frabjous selection of 300 specially commissioned puzzles as you discover a host of vexing riddles, all related to the characters, language and locations uncovered in Lewis Carroll's 'Alice's Adventures in Wonderland' and its sequel 'Through the Looking Glass', and 'What Alice Found There'. A saganistute is 'a wise person of poetry and vision', and you'll need to be both to get the best of Alice in Puzzleland. So, grab a bottle of pishsalver and take a trip down the rabbit hole into a wondrous world of riddles and enigmas.",2019-06-01,"Carlton Books, Limited",9781787392809,1787392805,400,,hardcover,0,0,1,0,
The Fresh and Healthy Instant Pot Cookbook: 75 Easy Recipes for Light Meals to Make in Your Electric Pressure Cooker,Megan Gilmore,Megan,Gilmore,,,"Eating healthy gets a whole lot easier with this delicious collection of 75 recipes--each one photographed--for nutritious and satisfying meals made quickly in your electric pressure cooker, all developed by a certified nutritionist and cookbook author for maximum health and flavor.In The Fresh and Healthy Instant Pot Cookbook, Megan Gilmore presents recipes that use easy-to-find, whole-food ingredients for simple weeknight meals from morning to night--through the revolutionary cooking power of the Instant Pot, an electric, programmable multicooker. There are gluten-free options for each recipe, and all recipes are free of refined sugar and many of the most common food allergens, yet don't scrimp on flavor. With dishes like Korean Chicken Bowls, Eggplant Parmesan Bake, Peanut Butter Crunch Granola Bars, Flourless Banana Oat Bread, and One-Pot Chocolate Cake and Frosting, following a healthy diet while enjoying your favorite whole foods has never been more achievable. Every recipe is photographed in this highly visual and information-rich collection, and also includes nutritional information (calories, fat, carbs, fiber, and protein) and detailed timing for prep, coming to pressure, cook time, and release time.",2018-10-09,Ten Speed Press,9780399582615,399582614,208,,paperback,0,0,0,0,
The Little Witch's Black Magic Cookbook,Linda Glovach,Linda,Glovach,,,,,,,,,,hardcover,0,0,0,0,
Kalimantaan,C. S. Godshalk,C.,Godshalk,,,"Discover an astonishing new literary voice, and rediscover the art and magic of storytellingThere are some stories so strange yet full of heart that they are told and retold in the bars and backwaters of the world. This is one of that rare breed--a story of bizarre achievement and singular love.A hundred and fifty years ago, a young Englishman founded a private raj on the coast of Borneo. The world that resulted, boasting stone quays, great swaths of lawn, three Christian churches, and musical levees, eventually encompassed a territory the size of England, its campaigns paid for in human heads.It is the story of Victorian social mores superimposed on one of the most violent cultures on earth, of pockets of terness amid extreme brutality, and of a remarkable tribe of fugitives, missionaries, and romantics drawn to this remote outpost of the world.The deeper story resides in the realm of the heart. It is about love in absurd conditions, the tenacity of it as well as our ability to miss it repeatedly and with perverse genius. In the end, it is about love enduring when nothing else is left.",1998-04-15,Henry Holt and Co.,9780805055337,805055339,480,,hardcover,0,0,1,0,
